User_ID,Name,Gender,Age,Region,Score
U01706,Kang,M,51,Seoul,100
U01707,Hong,M,51,Daegu,83
U01708,Kim,M,51,Daegu,53
U01709,Lee,F,45,Busan,55
U01710,Choi,F,30,Daejeon,39
U01711,Ryu,F,37,Gwangju,90
U01712,Choi,F,58,Daejeon,69
U01713,Park,F,24,Incheon,73
U01714,Park,M,35,Seoul,41
U01715,Choi,F,30,Daegu,51
U01716,Park,M,54,Daejeon,56
U01717,Kim,M,30,Daegu,96
U01718,Kang,F,61,Gwangju,98
U01719,Park,F,42,Incheon,43
U01720,Hong,F,53,Gwangju,54
U01721,Park,M,36,Gwangju,81
U01722,Lee,F,29,Incheon,88
U01723,Kim,F,37,Seoul,67
U01724,Lee,M,63,Gwangju,49
U01725,Lee,F,27,Daejeon,49
U01726,Hong,M,45,Incheon,85
U01727,Kim,M,22,Incheon,59
U01728,Kim,M,43,Daegu,70
U01729,Kim,F,22,Busan,100
U01730,Kim,M,57,Gwangju,92
U01731,Kim,M,21,Daejeon,98
U01732,Hong,F,54,Seoul,58
U01733,Park,F,36,Gwangju,73
U01734,Lee,F,28,Seoul,86
U01735,Kim,M,55,Daegu,53
U01736,Ryu,M,41,Gwangju,48
U01737,Park,M,50,Seoul,46
U01738,Park,M,53,Gwangju,98
U01739,Lee,F,43,Incheon,90
U01740,Hong,F,28,Gwangju,33
U01741,Choi,M,62,Daejeon,51
U01742,Choi,M,21,Gwangju,35
U01743,Park,M,40,Seoul,59
U01744,Kang,M,53,Daejeon,40
U01745,Kang,M,46,Seoul,77
U01746,Lee,M,56,Busan,75
U01747,Choi,M,26,Busan,56
U01748,Park,M,41,Daejeon,48
U01749,Hong,F,23,Busan,88
U01750,Choi,M,33,Busan,97
U01751,Park,F,53,Incheon,83
U01752,Park,M,42,Seoul,46
U01753,Kim,M,63,Busan,79
U01754,Hong,M,61,Daejeon,69
U01755,Kim,M,44,Incheon,40
U01756,Lee,F,20,Busan,43
U01757,Kim,F,34,Gwangju,42
U01758,Ryu,M,51,Daejeon,57
U01759,Kim,M,33,Seoul,73
U01760,Ryu,F,60,Gwangju,92
U01761,Choi,M,40,Busan,90
U01762,Kang,M,26,Daejeon,46
U01763,Park,M,55,Gwangju,79
U01764,Ryu,F,40,Daejeon,55
U01765,Hong,M,59,Daegu,36
U01766,Kim,M,31,Gwangju,45
U01767,Ryu,M,34,Daejeon,46
U01768,Hong,M,34,Gwangju,64
U01769,Kang,M,36,Daegu,52
U01770,Kang,M,53,Seoul,98
U01771,Kim,F,63,Seoul,38
U01772,Lee,F,54,Incheon,47
U01773,Kim,F,58,Gwangju,77
U01774,Choi,F,57,Daegu,95
U01775,Ryu,M,33,Daejeon,52
U01776,Park,M,24,Incheon,39
U01777,Lee,M,49,Gwangju,67
U01778,Kim,F,23,Incheon,88
U01779,Hong,M,34,Gwangju,97
U01780,Lee,F,58,Seoul,72
U01781,Ryu,F,54,Daejeon,41
U01782,Lee,F,64,Daegu,82
U01783,Ryu,M,29,Seoul,43
U01784,Kim,F,21,Incheon,81
U01785,Ryu,M,63,Busan,90
U01786,Lee,F,43,Incheon,70
U01787,Hong,M,47,Busan,50
U01788,Kang,M,41,Gwangju,77
U01789,Lee,M,63,Seoul,85
U01790,Ryu,M,51,Gwangju,64
U01791,Kang,M,50,Daegu,73
U01792,Ryu,M,38,Daejeon,68
U01793,Hong,M,40,Busan,44
U01794,Ryu,F,22,Daejeon,41
U01795,Kim,F,25,Gwangju,37
U01796,Park,F,51,Seoul,96
U01797,Lee,M,21,Seoul,30
U01798,Park,M,43,Gwangju,71
U01799,Ryu,M,64,Gwangju,60
U01800,Hong,M,46,Seoul,59
U01801,Lee,F,28,Daegu,72
U01802,Ryu,M,32,Busan,55
U01803,Kang,M,33,Daejeon,41
U01804,Choi,F,30,Incheon,88
U01805,Ryu,M,33,Gwangju,98
U01806,Park,F,35,Gwangju,40
U01807,Lee,M,29,Seoul,76
U01808,Park,F,39,Daejeon,52
U01809,Lee,M,35,Daejeon,72
U01810,Ryu,M,53,Daegu,68
U01811,Kim,F,35,Busan,84
U01812,Kang,F,33,Daegu,47
U01813,Ryu,M,47,Daegu,71
U01814,Park,M,37,Daejeon,55
U01815,Choi,M,45,Busan,47
U01816,Choi,M,57,Busan,70
U01817,Hong,F,26,Busan,71
U01818,Lee,M,64,Seoul,62
U01819,Park,M,53,Busan,72
U01820,Hong,M,64,Daejeon,43
U01821,Park,F,26,Seoul,84
U01822,Lee,M,52,Incheon,87
U01823,Ryu,M,54,Gwangju,39
U01824,Ryu,M,58,Daegu,57
U01825,Choi,M,40,Busan,43
U01826,Ryu,M,47,Incheon,55
U01827,Ryu,M,51,Busan,46
U01828,Kim,F,63,Daegu,63
U01829,Choi,M,35,Daejeon,43
U01830,Hong,F,29,Daejeon,55
U01831,Kang,F,42,Daegu,63
U01832,Kim,F,34,Incheon,53
U01833,Hong,M,62,Seoul,99
U01834,Lee,F,25,Gwangju,49
U01835,Kim,M,52,Gwangju,68
U01836,Hong,M,58,Gwangju,74
U01837,Lee,F,31,Seoul,63
U01838,Choi,F,55,Busan,51
U01839,Kang,M,50,Daegu,100
U01840,Lee,M,29,Daegu,62
U01841,Ryu,F,53,Seoul,35
U01842,Park,M,60,Incheon,45
U01843,Lee,M,29,Gwangju,52
U01844,Lee,F,30,Daegu,47
U01845,Kang,M,33,Daejeon,43
U01846,Park,M,22,Daejeon,79
U01847,Ryu,M,52,Daegu,90
U01848,Hong,F,26,Gwangju,65
U01849,Hong,M,23,Gwangju,44
U01850,Lee,M,58,Gwangju,34
U01851,Park,F,29,Incheon,82
U01852,Park,M,34,Daejeon,77
U01853,Ryu,M,35,Incheon,40
U01854,Kang,M,57,Seoul,31
U01855,Choi,M,23,Busan,53
U01856,Hong,F,23,Gwangju,97
U01857,Kang,M,55,Seoul,41
U01858,Kim,M,46,Busan,88
U01859,Hong,F,41,Daejeon,96
U01860,Kang,M,41,Busan,61
U01861,Hong,M,36,Busan,65
U01862,Choi,F,64,Daegu,50
U01863,Kim,M,53,Busan,99
U01864,Choi,F,51,Daegu,95
U01865,Ryu,F,25,Busan,38
U01866,Kim,F,52,Daegu,73
U01867,Lee,F,27,Daejeon,88
U01868,Kang,M,55,Daejeon,53
U01869,Kim,F,24,Busan,92
U01870,Ryu,M,24,Incheon,70
U01871,Ryu,F,29,Daejeon,31
U01872,Choi,M,59,Seoul,57
U01873,Hong,M,26,Seoul,45
U01874,Kim,M,31,Daegu,88
U01875,Kang,F,49,Incheon,30
U01876,Kim,F,44,Gwangju,30
U01877,Park,F,47,Daegu,60
U01878,Hong,M,62,Busan,51
U01879,Kang,M,32,Daejeon,88
U01880,Kang,M,41,Incheon,57
U01881,Lee,M,37,Daegu,56
U01882,Choi,F,46,Daegu,30
U01883,Lee,M,27,Seoul,31
U01884,Kang,M,25,Busan,95
U01885,Hong,M,30,Daegu,78
U01886,Kim,M,48,Seoul,48
U01887,Kim,F,60,Incheon,57
U01888,Hong,F,24,Daegu,99
U01889,Kang,M,26,Gwangju,68
U01890,Ryu,M,41,Gwangju,48
U01891,Kim,F,23,Seoul,93
U01892,Ryu,M,51,Gwangju,87
U01893,Kim,F,38,Busan,46
U01894,Kim,M,64,Daejeon,99
U01895,Choi,M,52,Gwangju,70
U01896,Choi,M,20,Incheon,34
U01897,Park,M,60,Daegu,52
U01898,Lee,F,63,Seoul,98
U01899,Hong,F,60,Daegu,39
U01900,Hong,M,27,Daejeon,97
U01901,Hong,F,51,Daegu,41
U01902,Park,F,49,Daegu,39
U01903,Choi,M,47,Seoul,89
U01904,Kang,F,60,Daejeon,59
U01905,Ryu,M,51,Incheon,53
U01906,Ryu,M,44,Seoul,98
U01907,Kang,M,53,Daejeon,42
U01908,Park,M,52,Daejeon,38
U01909,Kang,M,32,Daegu,47
U01910,Hong,M,44,Busan,64
U01911,Lee,M,61,Busan,33
U01912,Kim,F,59,Incheon,70
U01913,Ryu,M,58,Daegu,55
U01914,Choi,M,63,Busan,73
U01915,Choi,M,63,Seoul,71
U01916,Park,F,29,Incheon,39
U01917,Choi,M,50,Daegu,30
U01918,Hong,F,63,Gwangju,83
U01919,Ryu,M,30,Seoul,45
U01920,Kang,M,44,Busan,75
U01921,Hong,F,64,Busan,42
U01922,Park,M,53,Busan,93
U01923,Hong,F,39,Busan,84
U01924,Kang,M,26,Daejeon,92
U01925,Lee,F,52,Gwangju,47
U01926,Park,M,54,Incheon,90
U01927,Lee,F,48,Incheon,49
U01928,Kim,F,31,Busan,94
U01929,Lee,F,24,Incheon,93
U01930,Kim,F,31,Gwangju,93
U01931,Kim,M,48,Seoul,42
U01932,Lee,F,54,Seoul,97
U01933,Park,M,39,Incheon,99
U01934,Kang,M,56,Busan,86
U01935,Hong,M,20,Daegu,74
U01936,Hong,M,35,Gwangju,67
U01937,Kang,M,49,Busan,83
U01938,Ryu,F,28,Daejeon,65
U01939,Ryu,F,61,Daegu,96
U01940,Kim,M,29,Gwangju,40
U01941,Kim,M,32,Daejeon,56
U01942,Park,M,39,Incheon,46
U01943,Choi,F,48,Daejeon,62
U01944,Lee,F,23,Incheon,34
U01945,Kim,F,47,Daejeon,91
U01946,Hong,M,56,Daegu,94
U01947,Park,M,32,Daejeon,100
U01948,Lee,F,22,Busan,96
U01949,Park,M,56,Incheon,73
U01950,Lee,M,38,Seoul,43
U01951,Lee,M,47,Daejeon,86
U01952,Kang,F,38,Incheon,77
U01953,Kim,M,36,Seoul,46
U01954,Park,M,37,Incheon,73
U01955,Park,M,37,Incheon,33
U01956,Kang,M,42,Seoul,59
U01957,Hong,F,59,Seoul,84
U01958,Hong,F,28,Daegu,59
U01959,Ryu,M,48,Gwangju,47
U01960,Kim,F,61,Daejeon,73
U01961,Kim,M,48,Daejeon,91
U01962,Choi,M,21,Incheon,60
U01963,Kang,M,36,Busan,45
U01964,Hong,F,64,Busan,52
U01965,Lee,F,50,Gwangju,43
U01966,Park,M,47,Incheon,31
U01967,Kim,F,62,Daegu,41
U01968,Park,M,58,Seoul,87
U01969,Park,M,49,Incheon,85
U01970,Choi,F,54,Daejeon,53
U01971,Hong,M,39,Busan,66
U01972,Kim,F,35,Busan,58
U01973,Park,F,53,Busan,71
U01974,Kim,M,33,Daegu,47
U01975,Lee,M,45,Daejeon,32
U01976,Choi,M,39,Daegu,42
U01977,Lee,M,61,Seoul,58
U01978,Kim,M,43,Incheon,95
U01979,Ryu,F,62,Incheon,88
U01980,Kim,F,37,Busan,77
U01981,Hong,M,62,Busan,33
U01982,Park,F,28,Seoul,80
U01983,Park,M,38,Daegu,34
U01984,Lee,M,39,Gwangju,68
U01985,Choi,M,61,Gwangju,70
U01986,Ryu,M,49,Gwangju,34
U01987,Kang,F,45,Daejeon,37
U01988,Park,F,50,Seoul,85
U01989,Hong,M,54,Incheon,54
U01990,Lee,M,22,Incheon,81
U01991,Lee,M,59,Daegu,81
U01992,Kang,M,48,Seoul,36
U01993,Hong,F,25,Daejeon,90
U01994,Choi,M,20,Seoul,76
U01995,Hong,M,43,Seoul,95
U01996,Choi,F,57,Daegu,88
U01997,Hong,M,53,Daejeon,34
U01998,Hong,M,26,Gwangju,73
U01999,Kim,M,30,Incheon,71
U02000,Lee,F,30,Busan,90
U02001,Hong,M,55,Gwangju,92
U02002,Kang,F,39,Daejeon,79
U02003,Hong,F,35,Incheon,67
U02004,Park,M,24,Gwangju,83
U02005,Lee,M,43,Daegu,73
U02006,Park,M,49,Daejeon,53
U02007,Lee,F,49,Daejeon,92
U02008,Park,F,58,Incheon,68
U02009,Hong,M,56,Incheon,41
U02010,Hong,F,52,Seoul,92
U02011,Kim,F,39,Seoul,38
U02012,Kang,F,41,Daejeon,51
U02013,Park,F,60,Busan,65
U02014,Choi,F,40,Daegu,57
U02015,Kim,M,56,Incheon,85
U02016,Park,F,46,Seoul,58
U02017,Park,F,57,Daegu,34
U02018,Kim,M,54,Gwangju,33
U02019,Hong,F,57,Gwangju,80
U02020,Park,M,59,Daejeon,44
U02021,Hong,F,25,Incheon,89
U02022,Kim,F,51,Gwangju,55
U02023,Hong,F,35,Incheon,52
U02024,Lee,F,47,Seoul,58
U02025,Choi,M,35,Gwangju,86
U02026,Ryu,M,46,Busan,91
U02027,Park,F,22,Gwangju,88
U02028,Kang,F,40,Incheon,77
U02029,Choi,M,57,Busan,64
U02030,Ryu,M,57,Daegu,75
U02031,Hong,M,49,Gwangju,62
U02032,Park,F,41,Incheon,100
U02033,Hong,M,38,Gwangju,39
U02034,Lee,F,50,Gwangju,77
U02035,Kim,F,39,Incheon,73
U02036,Park,M,38,Busan,99
U02037,Ryu,M,21,Seoul,92
U02038,Ryu,M,59,Gwangju,78
U02039,Lee,M,58,Daejeon,70
U02040,Lee,M,46,Daegu,68
U02041,Park,F,27,Incheon,52
U02042,Hong,M,64,Gwangju,42
U02043,Kang,F,46,Seoul,82
U02044,Ryu,M,34,Incheon,99
U02045,Ryu,M,31,Gwangju,86
U02046,Lee,F,33,Daegu,96
U02047,Choi,F,26,Daejeon,77
U02048,Lee,F,36,Incheon,49
U02049,Kang,F,45,Gwangju,91
U02050,Hong,M,56,Busan,74
U02051,Hong,F,39,Seoul,92
U02052,Choi,F,29,Daejeon,37
U02053,Ryu,M,38,Incheon,55
U02054,Lee,M,37,Gwangju,67
U02055,Hong,M,49,Daejeon,70
U02056,Kang,M,49,Busan,31
U02057,Park,M,44,Incheon,36
U02058,Kim,M,43,Daejeon,54
U02059,Kim,M,29,Incheon,80
U02060,Kim,M,21,Incheon,79
U02061,Ryu,F,57,Daejeon,93
U02062,Lee,F,51,Incheon,41
U02063,Choi,M,54,Busan,82
U02064,Hong,M,56,Daejeon,39
U02065,Park,M,26,Gwangju,90
U02066,Kang,M,26,Daejeon,84
U02067,Park,M,46,Busan,97
U02068,Kang,M,29,Busan,71
U02069,Ryu,M,52,Busan,95
U02070,Lee,M,62,Gwangju,73
U02071,Kim,F,26,Gwangju,57
U02072,Lee,M,25,Incheon,87
U02073,Ryu,M,25,Incheon,31
U02074,Choi,F,32,Daegu,84
U02075,Choi,M,32,Incheon,63
U02076,Ryu,F,21,Busan,49
U02077,Kang,M,38,Daegu,76
U02078,Hong,M,38,Busan,55
U02079,Hong,M,57,Seoul,30
U02080,Kang,F,21,Gwangju,94
U02081,Choi,M,45,Daejeon,44
U02082,Choi,M,25,Seoul,43
U02083,Choi,F,39,Gwangju,84
U02084,Lee,M,42,Gwangju,30
U02085,Choi,F,34,Busan,62
U02086,Park,F,25,Incheon,99
U02087,Kim,F,47,Daejeon,85
U02088,Choi,M,54,Incheon,52
U02089,Kang,M,30,Incheon,83
U02090,Kim,M,27,Daejeon,32
U02091,Lee,F,43,Daejeon,75
U02092,Kang,F,40,Seoul,35
U02093,Kim,M,55,Busan,54
U02094,Kang,M,26,Incheon,46
U02095,Lee,M,24,Busan,57
U02096,Park,F,48,Busan,61
U02097,Lee,F,35,Daegu,52
U02098,Lee,M,25,Seoul,45
U02099,Kang,M,33,Incheon,55
U02100,Ryu,F,21,Gwangju,62
U02101,Hong,F,44,Daejeon,87
U02102,Choi,M,50,Daejeon,77
U02103,Choi,M,32,Busan,84
U02104,Park,M,37,Seoul,70
U02105,Park,F,36,Seoul,91
U02106,Choi,F,64,Incheon,46
U02107,Hong,M,47,Incheon,88
U02108,Choi,F,31,Busan,43
U02109,Ryu,M,54,Busan,50
U02110,Hong,M,41,Busan,92
U02111,Park,F,58,Daegu,75
U02112,Kim,F,20,Seoul,84
U02113,Kang,M,56,Busan,91
U02114,Ryu,M,40,Seoul,68
U02115,Ryu,M,20,Gwangju,71
U02116,Park,F,23,Daejeon,77
U02117,Park,M,51,Daejeon,57
U02118,Lee,M,20,Seoul,35
U02119,Ryu,M,32,Gwangju,88
U02120,Lee,F,36,Daejeon,99
U02121,Lee,M,31,Daejeon,68
U02122,Kang,M,26,Daejeon,86
U02123,Lee,M,22,Incheon,83
U02124,Hong,M,45,Gwangju,89
U02125,Choi,M,50,Incheon,46
U02126,Kim,M,55,Seoul,69
U02127,Park,M,45,Seoul,95
U02128,Hong,F,22,Daegu,83
U02129,Kim,F,63,Incheon,100
U02130,Ryu,F,47,Seoul,73
U02131,Ryu,F,63,Incheon,96
U02132,Ryu,F,36,Daegu,86
U02133,Hong,M,57,Seoul,65
U02134,Hong,F,49,Seoul,86
U02135,Park,M,21,Seoul,72
U02136,Choi,M,27,Seoul,73
U02137,Lee,F,33,Busan,91
U02138,Ryu,M,56,Gwangju,90
U02139,Kang,M,54,Gwangju,40
U02140,Choi,M,61,Incheon,62
U02141,Kang,F,58,Incheon,95
U02142,Park,F,30,Incheon,52
U02143,Park,M,34,Daegu,78
U02144,Park,F,21,Busan,49
U02145,Kim,M,56,Incheon,44
U02146,Kang,M,62,Incheon,95
U02147,Choi,F,51,Seoul,59
U02148,Choi,M,59,Seoul,33
U02149,Hong,F,32,Seoul,93
U02150,Hong,M,62,Incheon,94
U02151,Ryu,F,36,Seoul,37
U02152,Hong,M,34,Incheon,81
U02153,Park,F,52,Daegu,43
U02154,Choi,M,35,Daegu,87
U02155,Kang,M,32,Daejeon,40
U02156,Park,F,41,Busan,88
U02157,Kim,M,42,Seoul,53
U02158,Hong,F,55,Gwangju,61
U02159,Park,M,62,Seoul,75
U02160,Park,M,29,Busan,57
U02161,Kim,F,36,Busan,45
U02162,Lee,F,49,Daejeon,71
U02163,Choi,F,32,Busan,45
U02164,Kang,M,49,Incheon,41
U02165,Ryu,F,49,Seoul,91
U02166,Lee,F,26,Busan,63
U02167,Hong,F,29,Incheon,67
U02168,Park,F,54,Busan,76
U02169,Kim,M,21,Gwangju,51
U02170,Kim,F,49,Incheon,32
U02171,Choi,M,38,Daegu,30
U02172,Lee,M,58,Incheon,82
U02173,Ryu,M,56,Daejeon,93
U02174,Choi,F,22,Incheon,73
U02175,Park,M,44,Busan,76
U02176,Choi,M,53,Daegu,67
U02177,Kang,F,41,Daegu,92
U02178,Kim,F,57,Incheon,70
U02179,Kim,F,33,Busan,50
U02180,Hong,F,58,Daegu,74
U02181,Hong,F,21,Gwangju,42
U02182,Ryu,M,51,Incheon,95
U02183,Park,F,62,Incheon,95
U02184,Kang,M,22,Incheon,72
U02185,Lee,M,60,Daegu,91
U02186,Choi,M,27,Seoul,77
U02187,Ryu,M,45,Busan,55
U02188,Park,F,51,Daejeon,90
U02189,Hong,M,30,Daejeon,91
U02190,Choi,M,20,Busan,43
U02191,Hong,M,34,Seoul,83
U02192,Choi,M,23,Busan,70
U02193,Lee,F,23,Incheon,89
U02194,Park,F,47,Gwangju,38
U02195,Choi,M,29,Busan,73
U02196,Kang,M,30,Busan,85
U02197,Ryu,M,42,Gwangju,32
U02198,Kim,M,22,Daegu,88
U02199,Kang,F,58,Daejeon,42
U02200,Kang,F,58,Daejeon,59
U02201,Ryu,F,36,Incheon,82
U02202,Kim,F,41,Gwangju,80
U02203,Kang,M,46,Incheon,71
U02204,Choi,M,35,Daegu,55
U02205,Choi,M,35,Incheon,88
U02206,Choi,F,59,Gwangju,98
U02207,Kim,F,22,Gwangju,32
U02208,Kang,F,52,Seoul,70
U02209,Kim,M,61,Daegu,30
U02210,Choi,F,21,Gwangju,94
U02211,Ryu,M,58,Gwangju,99
U02212,Kang,M,46,Daegu,79
U02213,Kang,M,34,Busan,88
U02214,Hong,F,26,Busan,92
U02215,Hong,M,64,Seoul,54
U02216,Lee,M,61,Gwangju,39
U02217,Park,M,28,Daegu,30
U02218,Hong,F,60,Daegu,43
U02219,Kim,M,25,Busan,50
U02220,Hong,M,31,Daejeon,87
U02221,Lee,F,49,Daejeon,67
U02222,Kang,F,39,Gwangju,30
U02223,Lee,M,39,Busan,34
U02224,Kang,F,46,Gwangju,73
U02225,Ryu,F,39,Incheon,94
U02226,Ryu,F,26,Daegu,86
U02227,Kang,M,59,Gwangju,74
U02228,Park,F,59,Seoul,89
U02229,Hong,M,49,Daejeon,95
U02230,Kim,F,27,Gwangju,76
U02231,Kim,F,21,Incheon,55
U02232,Choi,M,33,Daegu,38
U02233,Kang,F,29,Incheon,80
U02234,Kim,M,37,Gwangju,37
U02235,Park,F,37,Daegu,34
U02236,Kang,F,35,Daegu,68
U02237,Park,F,24,Busan,97
U02238,Kim,F,50,Busan,69
U02239,Kim,M,56,Seoul,65
U02240,Choi,M,39,Seoul,50
U02241,Kim,F,42,Incheon,55
U02242,Kang,M,51,Busan,85
U02243,Ryu,M,61,Daegu,86
U02244,Kang,F,36,Busan,88
U02245,Kang,F,32,Daegu,36
U02246,Choi,M,32,Busan,71
U02247,Choi,M,36,Daegu,42
U02248,Kim,M,34,Incheon,63
U02249,Lee,M,45,Busan,82
U02250,Lee,M,63,Daejeon,75
U02251,Choi,F,47,Daejeon,86
U02252,Kim,F,61,Daegu,90
U02253,Lee,F,64,Incheon,85
U02254,Kim,M,49,Daegu,58
U02255,Kim,M,62,Incheon,43
U02256,Kim,M,54,Seoul,97
U02257,Hong,M,41,Busan,100
U02258,Kang,M,29,Incheon,42
U02259,Kim,M,30,Daegu,46
U02260,Hong,F,57,Seoul,58
U02261,Choi,M,52,Daegu,31
U02262,Lee,M,25,Daejeon,91
U02263,Kang,F,56,Daejeon,49
U02264,Ryu,M,26,Busan,85
U02265,Lee,M,63,Gwangju,81
U02266,Kang,F,31,Busan,54
U02267,Ryu,F,26,Seoul,91
U02268,Lee,M,21,Daejeon,46
U02269,Kang,M,20,Incheon,68
U02270,Lee,M,42,Daejeon,39
U02271,Lee,F,44,Gwangju,88
U02272,Ryu,F,37,Busan,54
U02273,Lee,F,63,Daegu,57
U02274,Lee,F,26,Seoul,90
U02275,Ryu,F,22,Gwangju,87
U02276,Choi,M,48,Daejeon,73
U02277,Kim,F,29,Incheon,52
U02278,Park,F,62,Gwangju,46
U02279,Hong,F,24,Incheon,67
U02280,Park,F,53,Incheon,59
U02281,Park,M,27,Seoul,48
U02282,Kang,M,33,Incheon,61
U02283,Kim,M,59,Incheon,49
U02284,Kang,F,25,Daejeon,93
U02285,Kim,F,20,Seoul,65
U02286,Ryu,M,52,Daegu,94
U02287,Ryu,F,59,Daegu,72
U02288,Kim,M,30,Incheon,55
U02289,Lee,F,43,Gwangju,36
U02290,Choi,M,29,Busan,63
U02291,Lee,F,63,Seoul,65
U02292,Choi,M,42,Busan,35
U02293,Kang,M,35,Seoul,66
U02294,Choi,M,56,Seoul,91
U02295,Kang,M,35,Daejeon,89
U02296,Ryu,M,63,Incheon,93
U02297,Park,M,50,Daejeon,79
U02298,Ryu,F,25,Gwangju,81
U02299,Ryu,F,49,Busan,46
U02300,Park,M,56,Busan,89
U02301,Choi,M,20,Daegu,83
U02302,Choi,F,61,Gwangju,39
U02303,Kang,F,44,Gwangju,54
U02304,Lee,M,40,Daejeon,47
U02305,Kang,F,54,Daejeon,93
U02306,Lee,F,57,Gwangju,88
U02307,Ryu,F,24,Daejeon,56
U02308,Park,M,31,Daegu,87
U02309,Ryu,F,24,Daejeon,90
U02310,Kim,M,28,Daejeon,100
U02311,Choi,F,63,Gwangju,72
U02312,Lee,M,28,Gwangju,40
U02313,Kang,M,54,Daejeon,34
U02314,Park,F,20,Daejeon,87
U02315,Lee,M,29,Gwangju,68
U02316,Kang,F,58,Busan,77
U02317,Choi,F,55,Incheon,49
U02318,Ryu,M,56,Busan,48
U02319,Choi,F,54,Daejeon,89
U02320,Hong,M,36,Seoul,55
U02321,Kim,F,32,Seoul,54
U02322,Hong,F,25,Daegu,44
U02323,Park,F,56,Busan,50
U02324,Lee,M,51,Gwangju,76
U02325,Park,M,30,Daegu,64
U02326,Ryu,M,36,Daegu,73
U02327,Kang,F,24,Seoul,35
U02328,Choi,F,25,Busan,52
U02329,Hong,M,29,Incheon,68
U02330,Hong,M,52,Gwangju,47
U02331,Ryu,F,49,Busan,69
U02332,Hong,M,40,Daegu,65
U02333,Ryu,F,61,Daejeon,57
U02334,Park,M,36,Daegu,93
U02335,Choi,M,46,Busan,87
U02336,Lee,M,22,Seoul,67
U02337,Kang,M,48,Busan,73
U02338,Lee,F,21,Incheon,31
U02339,Park,M,48,Gwangju,64
U02340,Kang,M,55,Gwangju,30
U02341,Hong,F,53,Daejeon,75
U02342,Kim,M,56,Daejeon,89
U02343,Park,M,61,Daegu,92
U02344,Park,M,20,Busan,74
U02345,Choi,F,45,Gwangju,86
U02346,Lee,M,20,Seoul,66
U02347,Park,M,23,Incheon,36
U02348,Park,F,58,Daegu,45
U02349,Hong,M,33,Busan,79
U02350,Hong,M,37,Seoul,43
U02351,Kang,F,53,Busan,35
U02352,Ryu,F,20,Seoul,90
U02353,Ryu,M,41,Busan,50
U02354,Kim,M,35,Busan,39
U02355,Ryu,M,41,Gwangju,61
U02356,Choi,M,35,Daegu,35
U02357,Kim,F,47,Busan,31
U02358,Kang,F,47,Busan,68
U02359,Hong,M,41,Daegu,78
U02360,Ryu,F,25,Daegu,56
U02361,Lee,M,44,Daejeon,85
U02362,Hong,F,61,Daejeon,43
U02363,Choi,F,21,Gwangju,52
U02364,Hong,F,26,Daegu,80
U02365,Choi,M,36,Incheon,54
U02366,Choi,F,54,Gwangju,82
U02367,Choi,F,39,Seoul,40
U02368,Kang,F,63,Daegu,64
U02369,Choi,M,21,Daejeon,84
U02370,Choi,F,26,Busan,87
U02371,Lee,F,51,Daegu,97
U02372,Kim,F,38,Daegu,66
U02373,Park,M,31,Daejeon,38
U02374,Kim,F,28,Daejeon,57
U02375,Choi,F,46,Incheon,84
U02376,Lee,F,33,Gwangju,75
U02377,Hong,M,21,Daejeon,99
U02378,Lee,M,40,Daejeon,56
U02379,Choi,M,23,Daejeon,39
U02380,Lee,M,40,Gwangju,52
U02381,Ryu,M,41,Busan,50
U02382,Lee,F,21,Daegu,74
U02383,Choi,M,36,Daegu,32
U02384,Kang,M,38,Daejeon,88
U02385,Ryu,M,59,Gwangju,72
U02386,Lee,F,43,Incheon,36
U02387,Park,M,39,Daejeon,56
U02388,Park,F,57,Gwangju,91
U02389,Lee,M,31,Gwangju,71
U02390,Kang,F,44,Incheon,33
U02391,Hong,F,42,Gwangju,91
U02392,Choi,F,53,Daegu,37
U02393,Park,F,51,Incheon,46
U02394,Hong,M,43,Incheon,34
U02395,Lee,F,61,Seoul,92
U02396,Hong,F,44,Incheon,38
U02397,Ryu,M,22,Incheon,37
U02398,Kim,F,44,Busan,36
U02399,Park,M,47,Daegu,66
U02400,Lee,F,31,Daejeon,84
U02401,Choi,F,45,Seoul,96
U02402,Kang,M,63,Incheon,37
U02403,Ryu,M,27,Busan,98
U02404,Lee,F,24,Busan,34
U02405,Choi,M,30,Gwangju,46
U02406,Kang,M,61,Daejeon,87
U02407,Kang,M,54,Daejeon,92
U02408,Lee,F,46,Daegu,56
U02409,Ryu,F,60,Gwangju,97
U02410,Hong,M,63,Incheon,57
U02411,Hong,M,57,Busan,87
U02412,Kang,F,38,Seoul,79
U02413,Hong,M,51,Daegu,96
U02414,Kim,F,47,Incheon,60
U02415,Kang,M,55,Gwangju,41
U02416,Kang,F,37,Daejeon,84
U02417,Choi,M,29,Gwangju,33
U02418,Hong,F,51,Incheon,71
U02419,Ryu,M,37,Gwangju,83
U02420,Kang,M,31,Daejeon,51
U02421,Ryu,M,27,Incheon,30
U02422,Kim,M,52,Seoul,77
U02423,Choi,M,57,Daegu,72
U02424,Lee,M,33,Gwangju,49
U02425,Ryu,F,21,Daejeon,47
U02426,Kang,F,28,Seoul,99
U02427,Kim,F,63,Busan,78
U02428,Park,F,24,Seoul,46
U02429,Kim,M,53,Seoul,82
U02430,Kim,F,38,Seoul,51
U02431,Choi,M,26,Daejeon,39
U02432,Lee,M,58,Busan,53
U02433,Park,M,61,Daegu,41
U02434,Hong,M,36,Seoul,33
